doctor_id,name,gender,location,specialties
48,Dr. Seema Gupta,Female,"Chittoor, Andhra Pradesh",Gynecology
49,Dr. Dinesh Kumar,Female,"Chittoor, Andhra Pradesh",Urology
50,Dr. Pooja Singh,Female,"Chittoor, Andhra Pradesh",Nephrology
51,Dr. Rajesh Sharma,Female,"Chittoor, Andhra Pradesh",Oncology
52,Dr. Priya Reddy,Female,"Chittoor, Andhra Pradesh",Surgery
53,Dr. Anil Kumar,Female,"Chittoor, Andhra Pradesh",Fever
54,Dr. Sunita Singh,Female,"Chittoor, Andhra Pradesh",Cough
55,Dr. Suresh Gupta,Female,"Chittoor, Andhra Pradesh",Cold
56,Dr. Meena Joshi,Female,"Chittoor, Andhra Pradesh",Headache
57,Dr. Amitabh Verma,Female,"Chittoor, Andhra Pradesh",Stomach Pain
58,Dr. Kavita Mishra,Female,"Chittoor, Andhra Pradesh",Back Pain
59,Dr. Manoj Sinha,Female,"Chittoor, Andhra Pradesh",Diabetes
60,Dr. Neha Pandey,Female,"Chittoor, Andhra Pradesh",Hypertension
61,Dr. Rakesh Yadav,Female,"Chittoor, Andhra Pradesh",Asthma
62,Dr. Swati Jha,Female,"Chittoor, Andhra Pradesh",Allergy
63,Dr. Sanjay Das,Female,"Chittoor, Andhra Pradesh",Migraine
64,Dr. Pooja Agarwal,Female,"Chittoor, Andhra Pradesh",Skin Rash
65,Dr. Ajay Kumar,Female,"Chittoor, Andhra Pradesh",Chest Pain
66,Dr. Shalini Rao,Female,"Chittoor, Andhra Pradesh",Joint Pain
67,Dr. Deepak Singh,Female,"Chittoor, Andhra Pradesh",Infection
68,Dr. Ritu Sinha,Female,"Chittoor, Andhra Pradesh",Weakness
69,Dr. Arvind Patel,Female,"East Godavari, Andhra Pradesh",General Medicine
70,Dr. Sneha Chatterjee,Female,"East Godavari, Andhra Pradesh",Pediatrics
71,Dr. Vikram Chauhan,Female,"East Godavari, Andhra Pradesh",Dermatology
72,Dr. Nisha Jain,Female,"East Godavari, Andhra Pradesh",Cardiology
73,Dr. Alok Tripathi,Female,"East Godavari, Andhra Pradesh",Neurology
74,Dr. Ramesh Babu,Female,"East Godavari, Andhra Pradesh",Orthopedics
75,Dr. Vandana Iyer,Female,"East Godavari, Andhra Pradesh",ENT
76,Dr. Gaurav Saxena,Female,"East Godavari, Andhra Pradesh",Pulmonology
77,Dr. Shweta Menon,Female,"East Godavari, Andhra Pradesh",Gastroenterology
78,Dr. Pradeep Joshi,Female,"East Godavari, Andhra Pradesh",Endocrinology
79,Dr. Anju Thomas,Female,"East Godavari, Andhra Pradesh",Psychiatry
80,Dr. Sandeep Kaur,Female,"East Godavari, Andhra Pradesh",Ophthalmology
81,Dr. Manoj Pillai,Female,"East Godavari, Andhra Pradesh",Dentistry
82,Dr. Ruchi Sinha,Female,"East Godavari, Andhra Pradesh",Gynecology
83,Dr. Ashok Mehta,Female,"East Godavari, Andhra Pradesh",Urology
84,Dr. Jyoti Rani,Female,"East Godavari, Andhra Pradesh",Nephrology
85,Dr. Kiran Desai,Female,"East Godavari, Andhra Pradesh",Oncology
86,Dr. Pankaj Dubey,Female,"East Godavari, Andhra Pradesh",Surgery
87,Dr. Smita Kulkarni,Female,"East Godavari, Andhra Pradesh",Fever
88,Dr. Abhishek Singh,Female,"East Godavari, Andhra Pradesh",Cough
89,Dr. Radhika Nair,Female,"East Godavari, Andhra Pradesh",Cold
90,Dr. Mohan Rao,Female,"East Godavari, Andhra Pradesh",Headache
91,Dr. Preeti Sharma,Female,"East Godavari, Andhra Pradesh",Stomach Pain
92,Dr. Yogesh Patil,Female,"East Godavari, Andhra Pradesh",Back Pain
93,Dr. Anil Sahu,Female,"East Godavari, Andhra Pradesh",Diabetes
94,Dr. Suman Mishra,Female,"East Godavari, Andhra Pradesh",Hypertension
95,Dr. Rakesh Kumar,Female,"East Godavari, Andhra Pradesh",Asthma
96,Dr. Nidhi Verma,Female,"East Godavari, Andhra Pradesh",Allergy
97,Dr. Amit Sinha,Female,"East Godavari, Andhra Pradesh",Migraine
98,Dr. Seema Gupta,Female,"East Godavari, Andhra Pradesh",Skin Rash
99,Dr. Dinesh Kumar,Female,"East Godavari, Andhra Pradesh",Chest Pain
100,Dr. Pooja Singh,Female,"East Godavari, Andhra Pradesh",Joint Pain
101,Dr. Rajesh Sharma,Female,"East Godavari, Andhra Pradesh",Infection
102,Dr. Priya Reddy,Female,"East Godavari, Andhra Pradesh",Weakness
103,Dr. Anil Kumar,Female,"Guntur, Andhra Pradesh",General Medicine
104,Dr. Sunita Singh,Female,"Guntur, Andhra Pradesh",Pediatrics
105,Dr. Suresh Gupta,Female,"Guntur, Andhra Pradesh",Dermatology
106,Dr. Meena Joshi,Female,"Guntur, Andhra Pradesh",Cardiology
107,Dr. Amitabh Verma,Female,"Guntur, Andhra Pradesh",Neurology
108,Dr. Kavita Mishra,Female,"Guntur, Andhra Pradesh",Orthopedics
109,Dr. Manoj Sinha,Female,"Guntur, Andhra Pradesh",ENT
110,Dr. Neha Pandey,Female,"Guntur, Andhra Pradesh",Pulmonology
111,Dr. Rakesh Yadav,Female,"Guntur, Andhra Pradesh",Gastroenterology
112,Dr. Swati Jha,Female,"Guntur, Andhra Pradesh",Endocrinology
113,Dr. Sanjay Das,Female,"Guntur, Andhra Pradesh",Psychiatry
114,Dr. Pooja Agarwal,Female,"Guntur, Andhra Pradesh",Ophthalmology
115,Dr. Ajay Kumar,Female,"Guntur, Andhra Pradesh",Dentistry
116,Dr. Shalini Rao,Female,"Guntur, Andhra Pradesh",Gynecology
117,Dr. Deepak Singh,Female,"Guntur, Andhra Pradesh",Urology
118,Dr. Ritu Sinha,Female,"Guntur, Andhra Pradesh",Nephrology
119,Dr. Arvind Patel,Female,"Guntur, Andhra Pradesh",Oncology
120,Dr. Sneha Chatterjee,Female,"Guntur, Andhra Pradesh",Surgery
121,Dr. Vikram Chauhan,Female,"Guntur, Andhra Pradesh",Fever
122,Dr. Nisha Jain,Female,"Guntur, Andhra Pradesh",Cough
123,Dr. Alok Tripathi,Female,"Guntur, Andhra Pradesh",Cold
124,Dr. Ramesh Babu,Female,"Guntur, Andhra Pradesh",Headache
125,Dr. Vandana Iyer,Female,"Guntur, Andhra Pradesh",Stomach Pain
126,Dr. Gaurav Saxena,Female,"Guntur, Andhra Pradesh",Back Pain
127,Dr. Shweta Menon,Female,"Guntur, Andhra Pradesh",Diabetes
128,Dr. Pradeep Joshi,Female,"Guntur, Andhra Pradesh",Hypertension
129,Dr. Anju Thomas,Female,"Guntur, Andhra Pradesh",Asthma
130,Dr. Sandeep Kaur,Female,"Guntur, Andhra Pradesh",Allergy
131,Dr. Manoj Pillai,Female,"Guntur, Andhra Pradesh",Migraine
132,Dr. Ruchi Sinha,Female,"Guntur, Andhra Pradesh",Skin Rash
133,Dr. Ashok Mehta,Female,"Guntur, Andhra Pradesh",Chest Pain
134,Dr. Jyoti Rani,Female,"Guntur, Andhra Pradesh",Joint Pain
135,Dr. Kiran Desai,Female,"Guntur, Andhra Pradesh",Infection
136,Dr. Pankaj Dubey,Female,"Guntur, Andhra Pradesh",Weakness
137,Dr. Smita Kulkarni,Female,"Krishna, Andhra Pradesh",General Medicine
138,Dr. Abhishek Singh,Female,"Krishna, Andhra Pradesh",Pediatrics
139,Dr. Radhika Nair,Female,"Krishna, Andhra Pradesh",Dermatology
140,Dr. Mohan Rao,Female,"Krishna, Andhra Pradesh",Cardiology
141,Dr. Preeti Sharma,Female,"Krishna, Andhra Pradesh",Neurology
142,Dr. Yogesh Patil,Female,"Krishna, Andhra Pradesh",Orthopedics
143,Dr. Anil Sahu,Female,"Krishna, Andhra Pradesh",ENT
144,Dr. Suman Mishra,Female,"Krishna, Andhra Pradesh",Pulmonology
145,Dr. Rakesh Kumar,Female,"Krishna, Andhra Pradesh",Gastroenterology
146,Dr. Nidhi Verma,Female,"Krishna, Andhra Pradesh",Endocrinology
147,Dr. Amit Sinha,Female,"Krishna, Andhra Pradesh",Psychiatry
148,Dr. Seema Gupta,Female,"Krishna, Andhra Pradesh",Ophthalmology
149,Dr. Dinesh Kumar,Female,"Krishna, Andhra Pradesh",Dentistry
150,Dr. Pooja Singh,Female,"Krishna, Andhra Pradesh",Gynecology
151,Dr. Rajesh Sharma,Female,"Krishna, Andhra Pradesh",Urology
152,Dr. Priya Reddy,Female,"Krishna, Andhra Pradesh",Nephrology
153,Dr. Anil Kumar,Female,"Krishna, Andhra Pradesh",Oncology
154,Dr. Sunita Singh,Female,"Krishna, Andhra Pradesh",Surgery
155,Dr. Suresh Gupta,Female,"Krishna, Andhra Pradesh",Fever
156,Dr. Meena Joshi,Female,"Krishna, Andhra Pradesh",Cough
157,Dr. Amitabh Verma,Female,"Krishna, Andhra Pradesh",Cold
158,Dr. Kavita Mishra,Female,"Krishna, Andhra Pradesh",Headache
159,Dr. Manoj Sinha,Female,"Krishna, Andhra Pradesh",Stomach Pain
160,Dr. Neha Pandey,Female,"Krishna, Andhra Pradesh",Back Pain
161,Dr. Rakesh Yadav,Female,"Krishna, Andhra Pradesh",Diabetes
162,Dr. Swati Jha,Female,"Krishna, Andhra Pradesh",Hypertension
163,Dr. Sanjay Das,Female,"Krishna, Andhra Pradesh",Asthma
164,Dr. Pooja Agarwal,Female,"Krishna, Andhra Pradesh",Allergy
165,Dr. Ajay Kumar,Female,"Krishna, Andhra Pradesh",Migraine
166,Dr. Shalini Rao,Female,"Krishna, Andhra Pradesh",Skin Rash
167,Dr. Deepak Singh,Female,"Krishna, Andhra Pradesh",Chest Pain
168,Dr. Ritu Sinha,Female,"Krishna, Andhra Pradesh",Joint Pain
169,Dr. Arvind Patel,Female,"Krishna, Andhra Pradesh",Infection
170,Dr. Sneha Chatterjee,Female,"Krishna, Andhra Pradesh",Weakness
171,Dr. Vikram Chauhan,Female,"Kurnool, Andhra Pradesh",General Medicine
172,Dr. Nisha Jain,Female,"Kurnool, Andhra Pradesh",Pediatrics
173,Dr. Alok Tripathi,Female,"Kurnool, Andhra Pradesh",Dermatology
174,Dr. Ramesh Babu,Female,"Kurnool, Andhra Pradesh",Cardiology
175,Dr. Vandana Iyer,Female,"Kurnool, Andhra Pradesh",Neurology
176,Dr. Gaurav Saxena,Female,"Kurnool, Andhra Pradesh",Orthopedics
177,Dr. Shweta Menon,Female,"Kurnool, Andhra Pradesh",ENT
178,Dr. Pradeep Joshi,Female,"Kurnool, Andhra Pradesh",Pulmonology
179,Dr. Anju Thomas,Female,"Kurnool, Andhra Pradesh",Gastroenterology
180,Dr. Sandeep Kaur,Female,"Kurnool, Andhra Pradesh",Endocrinology
181,Dr. Manoj Pillai,Female,"Kurnool, Andhra Pradesh",Psychiatry
182,Dr. Ruchi Sinha,Female,"Kurnool, Andhra Pradesh",Ophthalmology
183,Dr. Ashok Mehta,Female,"Kurnool, Andhra Pradesh",Dentistry
184,Dr. Jyoti Rani,Female,"Kurnool, Andhra Pradesh",Gynecology
185,Dr. Kiran Desai,Female,"Kurnool, Andhra Pradesh",Urology
186,Dr. Pankaj Dubey,Female,"Kurnool, Andhra Pradesh",Nephrology
187,Dr. Smita Kulkarni,Female,"Kurnool, Andhra Pradesh",Oncology
188,Dr. Abhishek Singh,Female,"Kurnool, Andhra Pradesh",Surgery
189,Dr. Radhika Nair,Female,"Kurnool, Andhra Pradesh",Fever
190,Dr. Mohan Rao,Female,"Kurnool, Andhra Pradesh",Cough
191,Dr. Preeti Sharma,Female,"Kurnool, Andhra Pradesh",Cold
192,Dr. Yogesh Patil,Female,"Kurnool, Andhra Pradesh",Headache
193,Dr. Anil Sahu,Female,"Kurnool, Andhra Pradesh",Stomach Pain
194,Dr. Suman Mishra,Female,"Kurnool, Andhra Pradesh",Back Pain
195,Dr. Rakesh Kumar,Female,"Kurnool, Andhra Pradesh",Diabetes
196,Dr. Nidhi Verma,Female,"Kurnool, Andhra Pradesh",Hypertension
197,Dr. Amit Sinha,Female,"Kurnool, Andhra Pradesh",Asthma
198,Dr. Seema Gupta,Female,"Kurnool, Andhra Pradesh",Allergy
199,Dr. Dinesh Kumar,Female,"Kurnool, Andhra Pradesh",Migraine
200,Dr. Pooja Singh,Female,"Kurnool, Andhra Pradesh",Skin Rash
201,Dr. Rajesh Sharma,Female,"Kurnool, Andhra Pradesh",Chest Pain
202,Dr. Priya Reddy,Female,"Kurnool, Andhra Pradesh",Joint Pain
203,Dr. Anil Kumar,Female,"Kurnool, Andhra Pradesh",Infection
204,Dr. Sunita Singh,Female,"Kurnool, Andhra Pradesh",Weakness
205,Dr. Suresh Gupta,Female,"Prakasam, Andhra Pradesh",General Medicine
206,Dr. Meena Joshi,Female,"Prakasam, Andhra Pradesh",Pediatrics
207,Dr. Amitabh Verma,Female,"Prakasam, Andhra Pradesh",Dermatology
208,Dr. Kavita Mishra,Female,"Prakasam, Andhra Pradesh",Cardiology
209,Dr. Manoj Sinha,Female,"Prakasam, Andhra Pradesh",Neurology
210,Dr. Neha Pandey,Female,"Prakasam, Andhra Pradesh",Orthopedics
211,Dr. Rakesh Yadav,Female,"Prakasam, Andhra Pradesh",ENT
212,Dr. Swati Jha,Female,"Prakasam, Andhra Pradesh",Pulmonology
213,Dr. Sanjay Das,Female,"Prakasam, Andhra Pradesh",Gastroenterology
214,Dr. Pooja Agarwal,Female,"Prakasam, Andhra Pradesh",Endocrinology
215,Dr. Ajay Kumar,Female,"Prakasam, Andhra Pradesh",Psychiatry
216,Dr. Shalini Rao,Female,"Prakasam, Andhra Pradesh",Ophthalmology
217,Dr. Deepak Singh,Female,"Prakasam, Andhra Pradesh",Dentistry
218,Dr. Ritu Sinha,Female,"Prakasam, Andhra Pradesh",Gynecology
219,Dr. Arvind Patel,Female,"Prakasam, Andhra Pradesh",Urology
220,Dr. Sneha Chatterjee,Female,"Prakasam, Andhra Pradesh",Nephrology
221,Dr. Vikram Chauhan,Female,"Prakasam, Andhra Pradesh",Oncology
222,Dr. Nisha Jain,Female,"Prakasam, Andhra Pradesh",Surgery
223,Dr. Alok Tripathi,Female,"Prakasam, Andhra Pradesh",Fever
224,Dr. Ramesh Babu,Female,"Prakasam, Andhra Pradesh",Cough
225,Dr. Vandana Iyer,Female,"Prakasam, Andhra Pradesh",Cold
226,Dr. Gaurav Saxena,Female,"Prakasam, Andhra Pradesh",Headache
227,Dr. Shweta Menon,Female,"Prakasam, Andhra Pradesh",Stomach Pain
228,Dr. Pradeep Joshi,Female,"Prakasam, Andhra Pradesh",Back Pain
229,Dr. Anju Thomas,Female,"Prakasam, Andhra Pradesh",Diabetes
230,Dr. Sandeep Kaur,Female,"Prakasam, Andhra Pradesh",Hypertension
231,Dr. Manoj Pillai,Female,"Prakasam, Andhra Pradesh",Asthma
232,Dr. Ruchi Sinha,Female,"Prakasam, Andhra Pradesh",Allergy
233,Dr. Ashok Mehta,Female,"Prakasam, Andhra Pradesh",Migraine
234,Dr. Jyoti Rani,Female,"Prakasam, Andhra Pradesh",Skin Rash
235,Dr. Kiran Desai,Female,"Prakasam, Andhra Pradesh",Chest Pain
236,Dr. Pankaj Dubey,Female,"Prakasam, Andhra Pradesh",Joint Pain
237,Dr. Smita Kulkarni,Female,"Prakasam, Andhra Pradesh",Infection
238,Dr. Abhishek Singh,Female,"Prakasam, Andhra Pradesh",Weakness
239,Dr. Radhika Nair,Female,"Nellore, Andhra Pradesh",General Medicine
240,Dr. Mohan Rao,Female,"Nellore, Andhra Pradesh",Pediatrics
241,Dr. Preeti Sharma,Female,"Nellore, Andhra Pradesh",Dermatology
242,Dr. Yogesh Patil,Female,"Nellore, Andhra Pradesh",Cardiology
243,Dr. Anil Sahu,Female,"Nellore, Andhra Pradesh",Neurology
244,Dr. Suman Mishra,Female,"Nellore, Andhra Pradesh",Orthopedics
245,Dr. Rakesh Kumar,Female,"Nellore, Andhra Pradesh",ENT
246,Dr. Nidhi Verma,Female,"Nellore, Andhra Pradesh",Pulmonology
247,Dr. Amit Sinha,Female,"Nellore, Andhra Pradesh",Gastroenterology
248,Dr. Seema Gupta,Female,"Nellore, Andhra Pradesh",Endocrinology
249,Dr. Dinesh Kumar,Female,"Nellore, Andhra Pradesh",Psychiatry
250,Dr. Pooja Singh,Female,"Nellore, Andhra Pradesh",Ophthalmology
251,Dr. Rajesh Sharma,Female,"Nellore, Andhra Pradesh",Dentistry
252,Dr. Priya Reddy,Female,"Nellore, Andhra Pradesh",Gynecology
253,Dr. Anil Kumar,Female,"Nellore, Andhra Pradesh",Urology
254,Dr. Sunita Singh,Female,"Nellore, Andhra Pradesh",Nephrology
255,Dr. Suresh Gupta,Female,"Nellore, Andhra Pradesh",Oncology
256,Dr. Meena Joshi,Female,"Nellore, Andhra Pradesh",Surgery
257,Dr. Amitabh Verma,Female,"Nellore, Andhra Pradesh",Fever
258,Dr. Kavita Mishra,Female,"Nellore, Andhra Pradesh",Cough
259,Dr. Manoj Sinha,Female,"Nellore, Andhra Pradesh",Cold
260,Dr. Neha Pandey,Female,"Nellore, Andhra Pradesh",Headache
261,Dr. Rakesh Yadav,Female,"Nellore, Andhra Pradesh",Stomach Pain
262,Dr. Swati Jha,Female,"Nellore, Andhra Pradesh",Back Pain
263,Dr. Sanjay Das,Female,"Nellore, Andhra Pradesh",Diabetes
264,Dr. Pooja Agarwal,Female,"Nellore, Andhra Pradesh",Hypertension
265,Dr. Ajay Kumar,Female,"Nellore, Andhra Pradesh",Asthma
266,Dr. Shalini Rao,Female,"Nellore, Andhra Pradesh",Allergy
267,Dr. Deepak Singh,Female,"Nellore, Andhra Pradesh",Migraine
268,Dr. Ritu Sinha,Female,"Nellore, Andhra Pradesh",Skin Rash
269,Dr. Arvind Patel,Female,"Nellore, Andhra Pradesh",Chest Pain
270,Dr. Sneha Chatterjee,Female,"Nellore, Andhra Pradesh",Joint Pain
271,Dr. Vikram Chauhan,Female,"Nellore, Andhra Pradesh",Infection
272,Dr. Nisha Jain,Female,"Nellore, Andhra Pradesh",Weakness
273,Dr. Alok Tripathi,Female,"Srikakulam, Andhra Pradesh",General Medicine
274,Dr. Ramesh Babu,Female,"Srikakulam, Andhra Pradesh",Pediatrics
275,Dr. Vandana Iyer,Female,"Srikakulam, Andhra Pradesh",Dermatology
276,Dr. Gaurav Saxena,Female,"Srikakulam, Andhra Pradesh",Cardiology
277,Dr. Shweta Menon,Female,"Srikakulam, Andhra Pradesh",Neurology
278,Dr. Pradeep Joshi,Female,"Srikakulam, Andhra Pradesh",Orthopedics
279,Dr. Anju Thomas,Female,"Srikakulam, Andhra Pradesh",ENT
280,Dr. Sandeep Kaur,Female,"Srikakulam, Andhra Pradesh",Pulmonology
281,Dr. Manoj Pillai,Female,"Srikakulam, Andhra Pradesh",Gastroenterology
282,Dr. Ruchi Sinha,Female,"Srikakulam, Andhra Pradesh",Endocrinology
283,Dr. Ashok Mehta,Female,"Srikakulam, Andhra Pradesh",Psychiatry
284,Dr. Jyoti Rani,Female,"Srikakulam, Andhra Pradesh",Ophthalmology
285,Dr. Kiran Desai,Female,"Srikakulam, Andhra Pradesh",Dentistry
286,Dr. Pankaj Dubey,Female,"Srikakulam, Andhra Pradesh",Gynecology
287,Dr. Smita Kulkarni,Female,"Srikakulam, Andhra Pradesh",Urology
288,Dr. Abhishek Singh,Female,"Srikakulam, Andhra Pradesh",Nephrology
289,Dr. Radhika Nair,Female,"Srikakulam, Andhra Pradesh",Oncology
290,Dr. Mohan Rao,Female,"Srikakulam, Andhra Pradesh",Surgery
291,Dr. Preeti Sharma,Female,"Srikakulam, Andhra Pradesh",Fever
292,Dr. Yogesh Patil,Female,"Srikakulam, Andhra Pradesh",Cough
293,Dr. Anil Sahu,Female,"Srikakulam, Andhra Pradesh",Cold
294,Dr. Suman Mishra,Female,"Srikakulam, Andhra Pradesh",Headache
295,Dr. Rakesh Kumar,Female,"Srikakulam, Andhra Pradesh",Stomach Pain
296,Dr. Nidhi Verma,Female,"Srikakulam, Andhra Pradesh",Back Pain
297,Dr. Amit Sinha,Female,"Srikakulam, Andhra Pradesh",Diabetes
298,Dr. Seema Gupta,Female,"Srikakulam, Andhra Pradesh",Hypertension
299,Dr. Dinesh Kumar,Female,"Srikakulam, Andhra Pradesh",Asthma
300,Dr. Pooja Singh,Female,"Srikakulam, Andhra Pradesh",Allergy
301,Dr. Rajesh Sharma,Female,"Srikakulam, Andhra Pradesh",Migraine
302,Dr. Priya Reddy,Female,"Srikakulam, Andhra Pradesh",Skin Rash
303,Dr. Anil Kumar,Female,"Srikakulam, Andhra Pradesh",Chest Pain
304,Dr. Sunita Singh,Female,"Srikakulam, Andhra Pradesh",Joint Pain
305,Dr. Suresh Gupta,Female,"Srikakulam, Andhra Pradesh",Infection
306,Dr. Meena Joshi,Female,"Srikakulam, Andhra Pradesh",Weakness
307,Dr. Amitabh Verma,Female,"Visakhapatnam, Andhra Pradesh",General Medicine
308,Dr. Kavita Mishra,Female,"Visakhapatnam, Andhra Pradesh",Pediatrics
309,Dr. Manoj Sinha,Female,"Visakhapatnam, Andhra Pradesh",Dermatology
310,Dr. Neha Pandey,Female,"Visakhapatnam, Andhra Pradesh",Cardiology
311,Dr. Rakesh Yadav,Female,"Visakhapatnam, Andhra Pradesh",Neurology
312,Dr. Swati Jha,Female,"Visakhapatnam, Andhra Pradesh",Orthopedics
313,Dr. Sanjay Das,Female,"Visakhapatnam, Andhra Pradesh",ENT
314,Dr. Pooja Agarwal,Female,"Visakhapatnam, Andhra Pradesh",Pulmonology
315,Dr. Ajay Kumar,Female,"Visakhapatnam, Andhra Pradesh",Gastroenterology
316,Dr. Shalini Rao,Female,"Visakhapatnam, Andhra Pradesh",Endocrinology
317,Dr. Deepak Singh,Female,"Visakhapatnam, Andhra Pradesh",Psychiatry
318,Dr. Ritu Sinha,Female,"Visakhapatnam, Andhra Pradesh",Ophthalmology
319,Dr. Arvind Patel,Female,"Visakhapatnam, Andhra Pradesh",Dentistry
320,Dr. Sneha Chatterjee,Female,"Visakhapatnam, Andhra Pradesh",Gynecology
321,Dr. Vikram Chauhan,Female,"Visakhapatnam, Andhra Pradesh",Urology
322,Dr. Nisha Jain,Female,"Visakhapatnam, Andhra Pradesh",Nephrology
323,Dr. Alok Tripathi,Female,"Visakhapatnam, Andhra Pradesh",Oncology
324,Dr. Ramesh Babu,Female,"Visakhapatnam, Andhra Pradesh",Surgery
325,Dr. Vandana Iyer,Female,"Visakhapatnam, Andhra Pradesh",Fever
326,Dr. Gaurav Saxena,Female,"Visakhapatnam, Andhra Pradesh",Cough
327,Dr. Shweta Menon,Female,"Visakhapatnam, Andhra Pradesh",Cold
328,Dr. Pradeep Joshi,Female,"Visakhapatnam, Andhra Pradesh",Headache
329,Dr. Anju Thomas,Female,"Visakhapatnam, Andhra Pradesh",Stomach Pain
330,Dr. Sandeep Kaur,Female,"Visakhapatnam, Andhra Pradesh",Back Pain
331,Dr. Manoj Pillai,Female,"Visakhapatnam, Andhra Pradesh",Diabetes
332,Dr. Ruchi Sinha,Female,"Visakhapatnam, Andhra Pradesh",Hypertension
333,Dr. Ashok Mehta,Female,"Visakhapatnam, Andhra Pradesh",Asthma
334,Dr. Jyoti Rani,Female,"Visakhapatnam, Andhra Pradesh",Allergy
335,Dr. Kiran Desai,Female,"Visakhapatnam, Andhra Pradesh",Migraine
336,Dr. Pankaj Dubey,Female,"Visakhapatnam, Andhra Pradesh",Skin Rash
337,Dr. Smita Kulkarni,Female,"Visakhapatnam, Andhra Pradesh",Chest Pain
338,Dr. Abhishek Singh,Female,"Visakhapatnam, Andhra Pradesh",Joint Pain
339,Dr. Radhika Nair,Female,"Visakhapatnam, Andhra Pradesh",Infection
340,Dr. Mohan Rao,Female,"Visakhapatnam, Andhra Pradesh",Weakness
341,Dr. Preeti Sharma,Female,"Vizianagaram, Andhra Pradesh",General Medicine
342,Dr. Yogesh Patil,Female,"Vizianagaram, Andhra Pradesh",Pediatrics
